Age,Sex,Sleep quality,Reliability,Psychoticism,Nervousness,Character
35,1,3,47.32,45.74,74.56,28.75
54,1,2,58.58,51.07,57.2,44.85
43,1,2,45.74,50.89,75.59,50.36
22,1,2,25.87,59.59,70.11,42.9
34,1,2,44.25,51.24,72.45,42.93
37,1,0,50.4,42.99,68.23,31.11
43,1,3,48.74,54.3,67.24,40.81
19,1,2,49.64,38.22,61.98,41.59
46,1,3,36.73,44.06,58.89,45.58
17,1,2,59.87,58.63,66.52,43.89
33,1,3,28.86,67.72,0,38.2
47,1,2,57.75,40.65,48.46,43.2
19,1,3,24.07,35.31,61.98,59.98
53,1,3,50.56,42.14,67.64,35
27,1,3,43.57,40.48,56.84,47.73
29,1,1,40.62,43.66,70.11,45.31
50,1,3,53.24,36.19,59.29,42.39
49,1,2,60.75,33.82,50.54,47.97
30,1,2,41.17,40.25,68.23,52.39
62,1,1,48.45,37.79,56.85,33
21,1,3,25.87,56.4,76.75,50.14
32,1,3,44.25,78.71,68.23,59.48
55,1,2,63.93,42.14,59.29,49.78
28,1,2,58.32,37.29,65.69,45.31
57,1,3,58.58,42.14,65.55,47.32
59,1,2,58.58,42.14,53.03,62.09
44,1,3,54.74,71.37,77.68,52.74
33,1,1,31.94,45.74,74.56,38.2
25,1,3,43.57,59.59,76.75,50.14
49,1,2,54.74,50.89,46.37,36.04
43,1,3,51.74,40.65,67.24,43.2
54,1,2,45.21,48.1,75.99,32.54
24,1,1,25.87,40.48,72.32,35.65
27,1,2,25.87,53.22,76.75,54.98
25,1,1,46.52,43.66,72.32,67.05
52,1,3,55.91,48.1,61.38,32.54
37,1,3,50.4,32.01,68.23,38.2
43,1,3,63.75,33.82,65.16,33.65
59,1,3,53.24,42.14,59.29,37.46
53,1,3,50.56,48.1,65.55,67.02
45,1,3,48.74,47.47,67.24,36.04
21,1,3,52.42,37.29,45.77,62.22
54,1,2,61.26,51.07,61.38,42.39
61,1,3,48.45,47.4,52.53,58.83
39,1,3,50.4,48.49,72.45,45.3
30,1,3,38.09,48.49,57.68,52.39
27,1,1,28.82,53.22,67.9,54.98
25,1,1,22.92,59.59,74.54,42.9
53,1,2,58.58,54.05,67.64,39.93
30,1,1,50.4,40.25,61.9,42.93
52,1,3,61.26,36.19,65.55,57.17
34,1,3,41.17,62.23,74.56,33.48
31,1,1,53.48,40.25,42.91,68.94
26,1,2,37.67,34.11,65.69,33.24
38,1,2,44.25,51.24,61.9,50.02
33,1,3,56.55,45.74,70.34,57.12
25,1,1,28.82,50.03,67.9,59.81
41,1,2,30.72,74.78,60.98,62.29
25,1,2,31.77,43.66,63.47,45.31
54,1,2,47.89,60,78.08,32.54
35,1,3,31.94,45.74,0,54.75
27,1,3,34.72,43.66,67.9,50.14
48,1,3,36.73,50.89,69.33,52.74
26,1,1,40.62,50.03,34.71,40.48
39,1,3,47.32,32.01,64.01,47.66
21,1,2,22.92,50.03,76.75,35.65
28,1,2,43.57,37.29,74.54,50.14
48,1,3,30.72,50.89,44.28,55.13
31,1,2,35.02,48.49,55.57,61.84
48,1,3,57.75,40.65,60.98,50.36
24,1,3,25.87,62.77,70.11,40.48
46,1,1,57.75,40.65,54.72,36.04
60,1,1,10.32,73.04,63.33,44.74
28,1,2,52.42,37.29,59.05,52.56
51,1,1,53.24,45.12,55.11,49.78
32,1,1,44.25,48.49,70.34,47.66
19,1,0,59.87,29.48,68.8,48.48
25,1,2,43.57,46.85,50.2,38.07
22,1,0,52.42,43.66,54.62,38.07
20,1,2,49.47,46.85,67.9,38.07
20,1,2,19.97,53.22,72.32,52.56
20,1,3,28.82,72.32,76.75,50.14
34,1,2,31.94,51.24,72.45,33.48
74,1,3,48.45,44.2,48.21,37.7
41,1,2,30.72,50.89,73.51,36.04
51,1,3,47.89,45.12,57.2,32.54
48,1,3,51.74,57.71,73.51,62.29
28,1,3,55.37,62.77,23.65,35.65
36,1,2,28.86,53.98,74.56,59.48
26,1,2,25.87,53.22,70.11,40.48
29,1,1,43.57,34.11,72.32,67.05
29,1,2,55.37,50.03,50.2,62.22
24,1,3,37.67,46.85,67.9,45.31
40,1,2,57.75,44.06,50.54,38.42
36,1,3,47.32,53.98,53.46,54.75
52,1,3,58.58,42.14,67.64,39.93
55,1,3,61.26,48.1,63.47,54.7
31,1,3,41.17,42.99,36.58,45.3
51,1,3,55.91,39.17,40.5,39.93
46,1,3,57.75,47.47,75.59,45.58
41,1,2,39.73,37.24,69.33,45.58
51,1,0,50.56,48.1,75.99,54.7
45,1,3,60.75,37.24,56.81,50.36
36,1,1,25.78,51.24,68.23,31.11
76,1,1,54.31,53.81,46.05,40.05
41,1,1,45.74,54.3,54.72,45.58
53,1,2,50.56,51.07,42.59,57.17
27,1,2,19.97,56.4,65.69,50.14
21,1,3,22.92,53.22,61.26,62.22
38,1,3,56.55,42.99,68.23,50.02
28,1,3,46.52,43.66,76.75,30.82
44,1,3,57.75,44.06,75.59,40.81
24,1,3,31.77,46.85,74.54,59.81
56,1,3,34.52,48.1,71.82,42.39
48,1,3,57.75,44.06,50.54,59.9
38,1,3,44.25,40.25,57.68,50.02
57,1,2,55.91,54.05,63.47,39.93
45,1,2,39.73,44.06,38.02,57.52
52,1,3,61.26,51.07,34.24,52.24
25,1,2,43.57,37.29,61.26,35.65
28,1,3,25.87,46.85,54.62,67.05
44,1,3,45.74,40.65,75.59,36.04
65,1,2,45.51,44.2,61.17,54.13
28,1,2,46.52,50.03,72.32,45.31
29,1,2,28.82,46.85,76.75,38.07
39,1,2,44.25,51.24,55.57,47.66
23,1,2,34.72,53.22,67.9,54.98
33,1,3,59.63,45.74,40.8,38.2
25,1,1,22.92,53.22,63.47,64.64
34,1,3,28.86,62.23,72.45,52.39
53,1,3,47.89,51.07,65.55,47.32
48,1,1,21.71,61.13,65.16,59.9
50,1,3,58.58,42.14,38.41,30.07
49,1,3,33.72,57.71,56.81,57.52
25,1,1,43.57,43.66,63.47,47.73
26,1,2,34.72,62.77,65.69,45.31
42,1,2,54.74,40.65,71.42,59.9
27,1,2,55.37,43.66,74.54,38.07
40,1,1,57.75,37.24,50.54,50.36
63,1,3,54.31,37.79,48.21,42.39
21,1,2,28.82,34.11,65.69,30.82
33,1,1,38.09,62.23,70.34,61.84
65,1,2,54.31,37.79,67.65,72.91
21,1,2,52.42,53.22,56.84,42.9
18,1,1,34.3,73.21,68.8,32.39
35,1,3,50.4,48.49,70.34,59.48
78,1,3,54.31,40.99,59.01,47.09
53,1,3,47.89,39.17,75.99,42.39
20,1,2,34.72,37.29,50.2,64.64
41,1,2,51.74,44.06,69.33,52.74
19,1,2,52.2,38.22,73.34,48.48
52,1,2,55.91,39.17,36.33,52.24
51,1,3,61.26,36.19,59.29,59.63
51,1,3,45.21,39.17,71.82,47.32
53,1,3,61.26,42.14,36.33,52.24
41,1,2,51.74,47.47,44.28,38.42
47,1,2,39.73,44.06,75.59,33.65
61,1,2,60.18,31.38,41.73,61.17
35,1,3,41.17,51.24,64.01,40.57
70,1,3,51.38,44.2,71.97,49.44
53,1,3,55.91,39.17,69.73,44.85
28,1,1,37.67,53.22,70.11,38.07
19,1,2,31.74,41.14,66.52,53.08
21,1,1,31.77,37.29,74.54,28.41
52,1,3,55.91,42.14,55.11,37.46
17,1,2,26.62,58.63,73.34,55.38
25,1,2,64.22,34.11,70.11,35.65
30,1,1,16.55,40.25,59.79,45.3
26,1,1,34.72,37.29,63.47,47.73
57,1,3,63.93,45.12,61.38,37.46
58,1,3,55.91,45.12,65.55,39.93
38,1,2,56.55,45.74,72.45,45.3
33,1,2,62.71,37.5,64.01,42.93
34,1,1,38.09,42.99,47.13,61.84
43,1,3,39.73,44.06,60.98,50.36
45,1,3,63.75,44.06,42.19,47.97
49,1,2,36.73,47.47,44.28,79
17,1,2,29.18,52.8,75.61,48.48
37,1,2,56.55,45.74,59.79,52.39
30,1,1,38.09,40.25,45.02,61.84
17,1,1,36.85,58.63,64.25,62.28
43,1,3,63.75,44.06,63.07,47.97
29,1,2,34.72,37.29,63.47,40.48
25,1,2,49.47,43.66,76.75,59.81
60,1,3,54.31,40.99,71.97,30.66
25,1,2,43.57,40.48,67.9,67.05
43,1,1,27.72,47.47,54.72,76.61
42,1,3,39.73,64.54,69.33,33.65
35,1,2,56.55,40.25,57.68,38.2
31,1,3,38.09,62.23,70.34,33.48
34,1,1,35.02,37.5,49.24,47.66
65,1,3,54.31,40.99,54.69,40.05
29,1,3,37.67,56.4,76.75,30.82
18,1,2,29.18,64.46,73.34,39.29
26,1,1,34.72,50.03,67.9,62.22
50,1,1,55.91,42.14,71.82,35
48,1,1,60.75,40.65,58.89,36.04
54,1,2,61.26,42.14,40.5,59.63
34,1,3,56.55,42.99,74.56,40.57
34,1,1,62.71,40.25,59.79,40.57
36,1,2,53.48,48.49,61.9,38.2
54,1,2,61.26,39.17,57.2,39.93
35,1,3,56.55,40.25,0,45.3
40,1,2,57.75,50.89,67.24,33.65
21,1,3,40.62,56.4,72.32,38.07
47,1,3,60.75,44.06,69.33,45.58
21,1,1,46.52,37.29,67.9,45.31
61,1,3,51.38,44.2,52.53,44.74
46,1,3,39.73,54.3,75.59,40.81
51,1,3,61.26,48.1,61.38,44.85
45,1,0,48.74,40.65,69.33,38.42
62,1,1,33.78,69.84,67.65,44.74
26,1,2,25.87,50.03,74.54,33.24
68,1,3,45.51,34.58,65.49,37.7
69,1,2,39.65,44.2,69.81,68.22
23,1,2,40.62,50.03,56.84,33.24
46,1,2,39.73,57.71,71.42,71.84
46,1,1,45.74,30.41,42.19,57.52
34,1,3,35.02,51.24,74.56,50.02
18,1,2,39.41,41.14,64.25,41.59
30,1,2,50.4,51.24,70.34,33.48
48,1,2,54.74,44.06,65.16,45.58
32,1,3,56.55,51.24,61.9,28.75
25,1,2,19.97,62.77,72.32,54.98
54,1,3,55.91,45.12,67.64,42.39
65,1,0,51.38,57.02,28.77,44.74
34,1,2,31.94,42.99,70.34,59.48
61,1,3,54.31,47.4,46.05,58.83
19,1,2,41.97,46.97,68.8,41.59
53,1,3,58.58,48.1,50.94,30.07
25,1,3,31.77,37.29,54.62,33.24
59,1,2,61.26,48.1,32.15,39.93
38,1,1,56.55,40.25,36.58,38.2
46,1,3,45.74,44.06,50.54,36.04
51,1,2,53.24,45.12,59.29,54.7
52,1,3,58.58,48.1,73.9,32.54
24,1,2,49.47,34.11,70.11,42.9
36,1,2,25.78,40.25,64.01,42.93
26,1,1,31.77,56.4,76.75,35.65
39,1,2,38.09,51.24,72.45,64.21
39,1,2,53.48,34.75,42.91,66.57
39,1,3,28.86,62.23,74.56,33.48
33,1,1,22.71,51.24,51.35,73.66
40,1,3,57.75,54.3,50.54,50.36
21,1,2,49.47,37.29,45.77,42.9
22,1,1,25.87,56.4,74.54,57.39
40,1,2,33.72,50.89,69.33,33.65
34,1,2,38.09,48.49,68.23,38.2
86,1,2,57.24,50.61,33.09,65.87
53,1,3,42.54,57.02,63.47,30.07
44,1,2,45.74,33.82,65.16,59.9
75,1,1,48.45,50.61,52.53,33
31,1,3,35.02,40.25,66.12,59.48
36,1,3,41.17,42.99,70.34,31.11
23,1,3,55.37,53.22,70.11,38.07
42,1,3,45.74,37.24,73.51,43.2
17,1,3,44.53,55.71,71.07,39.29
16,1,0,29.18,58.63,75.61,43.89
37,1,2,65.78,40.25,42.91,38.2
42,1,3,36.73,40.65,65.16,31.26
26,1,1,55.37,40.48,41.35,40.48
58,1,3,47.89,54.05,71.82,35
47,1,1,57.75,44.06,60.98,43.2
24,1,2,34.72,37.29,67.9,59.81
58,1,2,58.58,39.17,63.47,27.61
55,1,3,47.89,48.1,75.99,47.32
25,1,1,19.97,50.03,76.75,59.81
52,1,3,55.91,45.12,34.24,64.56
32,1,2,50.4,48.49,64.01,40.57
29,1,2,37.67,46.85,70.11,33.24
25,1,2,28.82,53.22,72.32,69.47
34,1,1,59.63,51.24,57.68,35.84
21,1,1,28.82,72.32,72.32,30.82
33,1,3,50.4,40.25,61.9,38.2
66,1,2,51.38,37.79,65.49,51.78
30,1,3,35.02,42.99,38.69,45.3
33,1,2,62.71,34.75,55.57,50.02
60,1,2,54.31,40.99,39.57,44.74
37,1,3,25.78,45.74,57.68,52.39
52,1,2,53.24,48.1,57.2,57.17
55,1,2,53.24,54.05,34.24,54.7
17,1,3,47.08,49.88,68.8,34.69
42,1,2,48.74,50.89,67.24,57.52
30,1,2,16.55,48.49,38.69,47.66
23,1,2,49.47,53.22,56.84,38.07
23,1,2,46.52,34.11,70.11,40.48
34,1,3,53.48,37.5,47.13,45.3
40,1,3,30.72,74.78,71.42,38.42
53,1,2,63.93,39.17,65.55,27.61
52,1,1,45.21,48.1,75.99,47.32
55,1,3,61.26,36.19,65.55,39.93
47,1,1,63.75,50.89,35.93,38.42
42,1,3,51.74,37.24,75.59,55.13
41,1,1,48.74,47.47,33.84,57.52
30,1,3,38.09,51.24,72.45,40.57
32,1,3,53.48,56.73,64.01,31.11
45,1,3,54.74,47.47,58.89,62.29
32,1,0,59.63,42.99,30.25,42.93
31,1,3,44.25,78.71,74.56,28.75
21,1,3,40.62,43.66,76.75,47.73
49,1,1,57.75,44.06,58.89,55.13
24,1,2,37.67,30.92,67.9,50.14
24,1,2,46.52,43.66,70.11,69.47
32,1,3,44.25,48.49,61.9,47.66
37,1,3,41.17,34.75,40.8,66.57
53,1,3,53.24,57.02,40.5,44.85
27,1,2,46.52,59.59,72.32,42.9
28,1,1,37.67,46.85,56.84,47.73
64,1,0,60.18,37.79,69.81,42.39
44,1,1,48.74,37.24,69.33,55.13
38,1,1,50.4,34.75,55.57,52.39
19,1,1,29.18,52.8,68.8,53.08
29,1,2,43.57,34.11,67.9,42.9
22,1,2,40.62,27.74,61.26,30.82
27,1,1,22.92,37.29,59.05,35.65
26,1,1,46.52,40.48,56.84,52.56
25,1,3,31.77,43.66,74.54,38.07
51,1,1,53.24,42.14,57.2,67.02
35,1,1,59.63,59.48,30.25,40.57
54,1,3,50.56,33.21,50.94,30.07
23,1,2,49.47,40.48,74.54,45.31
29,1,1,25.87,59.59,70.11,59.81
24,1,2,34.72,43.66,72.32,30.82
31,1,1,44.25,37.5,40.8,59.48
39,1,2,53.48,40.25,32.36,50.02
21,1,1,17.02,65.96,61.26,38.07
43,1,2,54.74,40.65,48.46,50.36
68,1,3,16.19,79.46,78.44,47.09
66,1,2,39.65,40.99,37.41,47.09
53,1,2,45.21,45.12,78.08,62.09
50,1,2,55.91,42.14,75.99,30.07
46,1,3,45.74,40.65,71.42,47.97
58,1,2,55.91,45.12,40.5,47.32
36,1,3,44.25,75.96,72.45,31.11
24,1,1,52.42,46.85,47.99,52.56
41,1,3,60.75,37.24,56.81,57.52
35,1,2,44.25,42.99,68.23,45.3
52,1,1,55.91,42.14,63.47,30.07
26,1,3,46.52,40.48,72.32,33.24
47,1,3,48.74,61.13,46.37,40.81
41,1,1,48.74,44.06,60.98,45.58
29,1,3,46.52,53.22,63.47,38.07
22,1,2,40.62,46.85,70.11,35.65
48,1,2,60.75,30.41,48.46,67.06
38,1,2,53.48,34.75,51.35,38.2
40,1,2,48.74,44.06,58.89,52.74
53,1,1,53.24,45.12,46.76,59.63
18,1,2,39.41,44.05,77.89,39.29
31,1,0,53.48,51.24,53.46,47.66
25,1,1,17.02,62.77,74.54,71.88
54,1,3,55.91,54.05,69.73,57.17
26,1,1,49.47,43.66,59.05,42.9
39,1,1,50.4,42.99,61.9,57.12
44,1,2,60.75,33.82,69.33,45.58
34,1,2,38.09,45.74,59.79,40.57
64,1,3,54.31,34.58,50.37,37.7
43,1,3,48.74,61.13,67.24,62.29
26,1,3,25.87,50.03,72.32,62.22
38,1,3,50.4,51.24,72.45,45.3
30,1,3,41.17,59.48,72.45,64.21
47,1,3,54.74,54.3,60.98,38.42
41,1,2,33.72,54.3,65.16,52.74
27,1,2,49.47,53.22,74.54,40.48
55,1,3,53.24,45.12,67.64,57.17
31,1,2,35.02,53.98,68.23,38.2
43,1,2,39.73,40.65,69.33,64.68
16,1,2,29.18,73.21,73.34,55.38
16,1,1,41.97,44.05,68.8,30.09
30,1,1,41.17,48.49,72.45,54.75
27,1,2,31.77,65.96,70.11,30.82
26,1,2,46.52,37.29,59.05,28.41
48,1,3,54.74,64.54,63.07,43.2
24,1,2,46.52,34.11,61.26,64.64
44,1,2,39.73,47.47,75.59,33.65
45,1,3,63.75,37.24,40.1,50.36
52,1,3,61.26,45.12,69.73,49.78
16,1,1,47.08,52.8,64.25,71.47
26,1,3,55.37,40.48,65.69,28.41
59,1,1,31.84,77.86,32.15,42.39
68,1,3,54.31,40.99,63.33,54.13
61,1,3,54.31,31.38,52.53,56.48
26,1,2,37.67,46.85,70.11,30.82
39,1,3,56.55,32.01,64.01,42.93
27,1,3,43.57,43.66,67.9,47.73
42,1,3,54.74,44.06,65.16,69.45
37,1,3,44.25,59.48,74.56,31.11
52,1,3,63.93,45.12,48.85,42.39
30,1,3,31.94,56.73,66.12,64.21
56,1,2,34.52,62.98,69.73,57.17
51,1,3,55.91,62.98,53.03,54.7
41,1,3,60.75,47.47,38.02,47.97
26,1,1,52.42,46.85,63.47,35.65
27,1,3,46.52,37.29,67.9,42.9
21,1,2,31.77,62.77,72.32,35.65
48,1,2,54.74,54.3,31.75,47.97
33,1,2,41.17,37.5,61.9,59.48
56,1,2,53.24,51.07,65.55,49.78
49,1,2,54.74,33.82,69.33,38.42
42,1,2,51.74,33.82,65.16,47.97
49,1,2,45.74,54.3,65.16,52.74
27,1,3,55.37,37.29,65.69,30.82
53,1,3,63.93,42.14,59.29,67.02
50,1,3,61.26,51.07,40.5,62.09
34,1,2,31.94,42.99,72.45,38.2
53,1,3,50.56,45.12,67.64,35
42,1,1,21.71,57.71,73.51,55.13
20,1,3,40.62,62.77,72.32,33.24
40,1,3,44.25,40.25,64.01,47.66
35,1,3,41.17,40.25,57.68,57.12
52,1,3,53.24,45.12,61.38,57.17
50,1,1,66.6,45.12,40.5,67.02
71,1,0,36.72,60.22,41.73,54.13
45,1,3,42.73,37.24,54.72,33.65
57,1,3,66.6,33.21,44.68,57.17
26,1,3,34.72,40.48,70.11,35.65
50,1,2,55.91,39.17,63.47,52.24
23,1,2,40.62,30.92,67.9,38.07
34,1,3,44.25,45.74,70.34,38.2
54,1,1,58.58,39.17,67.64,35
40,1,3,48.74,54.3,52.63,43.2
29,1,1,52.42,43.66,61.26,64.64
34,1,1,38.09,40.25,59.79,59.48
60,1,3,51.38,40.99,54.69,63.52
33,1,3,62.71,37.5,32.36,64.21
19,1,1,52.2,46.97,64.25,46.18
25,1,3,43.57,40.48,67.9,59.81
31,1,3,35.02,42.99,70.34,42.93
40,1,1,51.74,37.24,58.89,47.97
19,1,1,49.64,35.31,71.07,43.89
44,1,3,60.75,37.24,58.89,52.74
47,1,3,57.75,47.47,33.84,47.97
20,1,2,22.92,59.59,72.32,54.98
26,1,3,31.77,37.29,63.47,47.73
43,1,3,51.74,40.65,63.07,52.74
28,1,2,43.57,59.59,76.75,35.65
54,1,3,42.54,54.05,73.9,27.61
67,1,3,33.78,60.22,65.49,35.35
21,1,2,43.57,37.29,67.9,42.9
39,1,2,35.02,53.98,74.56,28.75
51,1,2,50.56,48.1,50.94,44.85
35,1,3,19.63,53.98,70.34,52.39
30,1,1,53.48,59.48,34.47,40.57
17,1,2,52.2,32.39,75.61,36.99
22,1,1,28.82,75.51,59.05,52.56
32,1,2,53.48,48.49,66.12,38.2
50,1,3,47.89,51.07,46.76,57.17
42,1,2,36.73,64.54,63.07,62.29
39,1,1,53.48,32.01,47.13,45.3
23,1,2,22.92,59.59,67.9,64.64
20,1,2,49.47,53.22,45.77,67.05
46,1,1,27.72,54.3,67.24,57.52
28,1,2,58.32,34.11,50.2,64.64
29,1,1,49.47,37.29,54.62,67.05
59,1,3,37.19,39.17,50.94,57.17
38,1,2,47.32,42.99,53.46,45.3
56,1,3,58.58,54.05,42.59,57.17
42,1,3,57.75,37.24,52.63,55.13
37,1,2,44.25,45.74,47.13,50.02
50,1,3,27.72,54.3,75.59,45.58
31,1,2,22.71,48.49,74.56,33.48
38,1,2,47.32,42.99,47.13,59.48
22,1,2,40.62,56.4,70.11,30.82
35,1,2,35.02,42.99,72.45,45.3
41,1,1,33.72,50.89,56.81,45.58
43,1,3,63.75,50.89,65.16,45.58
28,1,1,49.47,37.29,54.62,57.39
52,1,3,53.24,51.07,48.85,49.78
54,1,3,66.6,36.19,36.33,42.39
61,1,3,48.45,50.61,59.01,47.09
55,1,1,34.52,45.12,63.47,62.09
53,1,3,58.58,45.12,53.03,37.46
38,1,2,50.4,45.74,72.45,40.57
53,1,3,53.24,42.14,61.38,47.32
40,1,1,27.72,57.71,73.51,38.42
70,1,3,57.24,44.2,74.13,47.09
60,1,3,60.18,47.4,52.53,56.48
28,1,3,49.47,30.92,61.26,38.07
35,1,1,35.02,48.49,64.01,52.39
55,1,2,61.26,45.12,46.76,42.39
21,1,2,34.72,53.22,72.32,35.65
30,1,3,41.17,32.01,68.23,28.75
23,1,1,34.72,56.4,74.54,33.24
52,1,3,55.91,45.12,42.59,44.85
30,1,2,31.94,34.75,45.02,42.93
16,1,2,21.51,52.8,77.89,32.39
28,1,2,40.62,56.4,72.32,42.9
23,1,1,34.72,34.11,56.84,59.81
27,1,2,52.42,37.29,70.11,30.82
35,1,3,53.48,45.74,72.45,38.2
26,1,0,67.17,37.29,23.65,76.71
37,1,3,44.25,40.25,59.79,47.66
66,1,3,57.24,40.99,69.81,49.44
34,1,2,53.48,34.75,51.35,38.2
36,1,2,53.48,42.99,49.24,40.57
38,1,3,59.63,34.75,45.02,54.75
23,1,2,28.82,37.29,74.54,35.65
25,1,2,46.52,56.4,72.32,54.98
35,1,2,22.71,64.97,74.56,35.84
37,1,1,31.94,53.98,70.34,64.21
28,1,1,49.47,43.66,47.99,62.22
29,1,0,58.32,34.11,28.08,28.41
39,1,3,44.25,62.23,70.34,28.75
24,1,1,49.47,43.66,63.47,30.82
43,1,2,57.75,44.06,65.16,40.81
63,1,3,51.38,37.79,63.33,33
28,1,1,46.52,50.03,67.9,42.9
59,1,1,45.21,48.1,46.76,59.63
61,1,3,51.38,50.61,37.41,44.74
42,1,2,36.73,50.89,54.72,52.74
52,1,3,55.91,48.1,48.85,54.7
36,1,3,44.25,42.99,70.34,52.39
31,1,3,44.25,67.72,55.57,42.93
45,1,2,51.74,40.65,71.42,57.52
36,1,3,56.55,34.75,47.13,50.02
57,1,1,42.54,65.95,44.68,59.63
61,1,3,57.24,31.38,78.44,42.39
32,1,3,35.02,48.49,70.34,40.57
46,1,3,42.73,47.47,50.54,40.81
20,1,2,46.52,46.85,59.05,52.56
51,1,3,61.26,54.05,59.29,47.32
38,1,1,50.4,42.99,70.34,40.57
21,1,2,34.72,40.48,74.54,40.48
45,1,3,45.74,47.47,65.16,62.29
46,1,3,57.75,40.65,50.54,74.22
28,1,3,58.32,53.22,52.41,42.9
21,1,3,37.67,40.48,76.75,45.31
19,1,2,47.08,41.14,55.16,59.98
27,1,2,52.42,53.22,59.05,40.48
26,1,3,28.82,62.77,74.54,47.73
36,1,2,44.25,48.49,74.56,31.11
39,1,3,50.4,56.73,47.13,50.02
28,1,3,28.82,65.96,76.75,54.98
35,1,3,56.55,42.99,68.23,35.84
34,1,2,41.17,56.73,74.56,42.93
34,1,1,53.48,42.99,70.34,40.57
62,1,3,54.31,44.2,67.65,37.7
34,1,1,47.32,40.25,57.68,47.66
24,1,3,37.67,50.03,50.2,52.56
26,1,3,34.72,40.48,72.32,30.82
19,1,1,29.18,58.63,66.52,64.57
63,1,3,57.24,53.81,63.33,40.05
18,1,2,29.18,49.88,75.61,39.29
31,1,1,44.25,37.5,51.35,59.48
18,1,1,47.08,38.22,30.16,36.99
52,1,2,61.26,42.14,44.68,44.85
50,1,3,50.56,39.17,53.03,59.63
30,1,2,38.09,42.99,74.56,38.2
51,1,1,58.58,36.19,57.2,49.78
35,1,3,47.32,48.49,66.12,52.39
50,1,2,42.54,51.07,50.94,67.02
65,1,2,57.24,37.79,43.89,49.44
22,1,0,37.67,50.03,59.05,45.31
21,1,2,31.77,62.77,74.54,35.65
31,1,2,41.17,40.25,74.56,54.75
19,1,2,29.18,52.8,73.34,46.18
35,1,2,47.32,40.25,70.34,45.3
39,1,0,44.25,45.74,42.91,52.39
60,1,3,51.38,44.2,54.69,37.7
54,1,1,50.56,54.05,59.29,62.09
29,1,2,49.47,43.66,72.32,47.73
39,1,3,22.71,48.49,0,38.2
47,1,2,60.75,44.06,52.63,40.81
54,1,2,61.26,39.17,40.5,59.63
26,1,2,46.52,40.48,74.54,45.31
67,1,2,57.24,37.79,59.01,56.48
55,1,2,58.58,39.17,48.85,52.24
37,1,2,53.48,34.75,72.45,33.48
56,1,2,58.58,42.14,71.82,27.61
39,1,2,50.4,48.49,74.56,52.39
47,1,3,48.74,37.24,54.72,45.58
26,1,3,58.32,43.66,67.9,71.88
57,1,3,58.58,45.12,46.76,42.39
26,1,3,52.42,37.29,70.11,50.14
50,1,3,45.21,54.05,73.9,42.39
35,1,2,25.78,67.72,72.45,40.57
40,1,2,48.74,50.89,65.16,59.9
22,1,3,34.72,53.22,67.9,33.24
25,1,1,25.87,56.4,47.99,50.14
16,1,1,29.18,46.97,73.34,41.59
26,1,2,37.67,53.22,74.54,35.65
54,1,2,66.6,39.17,65.55,42.39
21,1,2,40.62,50.03,67.9,64.64
70,1,2,54.31,50.61,48.21,54.13
49,1,3,51.74,57.71,69.33,52.74
56,1,3,50.56,42.14,61.38,54.7
56,1,3,61.26,36.19,57.2,62.09
58,1,3,55.91,36.19,48.85,39.93
34,1,2,47.32,45.74,66.12,38.2
35,1,1,47.32,40.25,38.69,57.12
22,1,2,31.77,46.85,70.11,42.9
19,1,2,47.08,32.39,64.25,30.09
41,1,3,33.72,50.89,60.98,52.74
42,1,1,51.74,44.06,42.19,57.52
60,1,2,51.38,47.4,59.01,47.09
57,1,1,55.91,51.07,69.73,44.85
28,1,2,31.77,43.66,70.11,47.73
42,1,1,39.73,37.24,67.24,40.81
30,1,3,47.32,48.49,72.45,47.66
50,1,3,50.56,48.1,38.41,71.95
51,1,2,53.24,36.19,61.38,42.39
69,1,1,60.18,40.99,43.89,61.17
53,1,1,53.24,39.17,55.11,42.39
54,1,0,31.84,39.17,48.85,62.09
52,1,2,55.91,45.12,40.5,39.93
33,1,2,38.09,34.75,49.24,38.2
20,1,3,46.52,37.29,61.26,33.24
59,1,3,50.56,48.1,46.76,54.7
62,1,1,48.45,47.4,59.01,54.13
28,1,1,64.22,34.11,52.41,42.9
28,1,2,43.57,53.22,72.32,40.48
52,1,2,47.89,45.12,50.94,42.39
25,1,1,34.72,53.22,65.69,28.41
25,1,3,55.37,34.11,74.54,42.9
49,1,3,54.74,40.65,38.02,43.2
18,1,0,52.2,38.22,50.61,43.89
58,1,3,58.58,60,65.55,27.61
39,1,3,19.63,53.98,72.45,47.66
18,1,3,47.08,49.88,73.34,36.99
17,1,3,41.97,58.63,77.89,30.09
34,1,3,28.86,67.72,74.56,59.48
31,1,2,62.71,40.25,59.79,52.39
34,1,3,41.17,48.49,59.79,50.02
35,1,1,53.48,51.24,30.25,42.93
54,1,3,47.89,48.1,44.68,54.7
22,1,2,49.47,34.11,36.92,57.39
46,1,3,57.75,47.47,52.63,36.04
53,1,3,58.58,42.14,53.03,57.17
54,1,1,61.26,48.1,59.29,62.09
25,1,1,43.57,43.66,59.05,33.24
16,1,1,39.41,52.8,68.8,34.69
28,1,2,28.82,69.14,76.75,47.73
19,1,3,41.97,46.97,75.61,66.87
35,1,3,62.71,34.75,36.58,35.84
53,1,2,50.56,39.17,42.59,64.56
53,1,2,45.21,42.14,59.29,37.46
27,1,1,55.37,34.11,72.32,33.24
